project_name,project_location,project_founder,fund_goal,fund_currency,fund_progress,fund_date_end,fund_supporter,category,goal_tipping point,goal_stretch point,percentagefunded,percstretch,Word_count,Analytic,Clout,Authentic,Tone,Words_per_sentence,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Reaching Ghana With The Gospel Via Education,"Accra, Ghana",Morgan Davis,"2,750",USD,"2,900","'Mar 02, 2020",19,Children & Youth;Education;Indigenous;,"2,750","3,250",1.05455,0.89231,810,91.82,89.14,12.42,85.96,18.84,23.21,47.53,11.85,8.02,1.60,2.47,1.11,1.36,1.48,3.83,7.16,17.04,4.44,2.72,5.68,0.49,10.49,2.35,0.86,0.74,3.33,1.36,3.70,3.46,0.00,0.00,0.00,0.00,11.73,0.37,0.25,0.37,1.48,6.30,1.36,1.36,1.60,1.36,1.11,0.86,0.37,0.12,0.25,0.00,1.36,0.49,0.00,0.00,0.86,12.35,5.19,4.07,3.46,1.60,0.25,2.59,7.04,2.10,13.21,1.85,6.30,5.06,7.41,1.11,0.37,0.62,4.20,0.00,0.86,0.00,0.62,0.00,0.25,0.00,14.20,4.81,2.96,0.49,0.00,0.00,1.23,0.99,0.86,1.23,0.49,1.11
Reading a human right,Bulawayo,Reading a human right,"5,000",USD,64,"'Fundraising ended on Aug 30, 2012",2,Economic Development;Education;,"5,000","20,000",0.01280,0.00320,166,78.11,89.69,16.10,71.06,18.44,36.14,43.98,7.23,3.01,0.00,2.41,0.00,0.00,0.60,4.22,6.02,12.65,7.23,6.63,6.02,1.20,13.86,3.01,1.20,1.20,0.60,3.01,3.61,3.01,0.60,0.00,0.00,0.00,12.65,0.00,0.00,0.00,0.00,11.45,1.20,7.83,0.00,0.00,1.20,1.20,0.00,0.00,0.00,0.00,0.60,0.00,0.60,0.00,0.00,21.08,6.63,6.02,7.83,1.20,0.00,0.00,6.02,4.82,12.65,1.81,5.42,5.42,9.64,0.60,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.64,5.42,4.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Reading Campaign for Children in Rural Aceh,"Lhokseumawe, Indonesia",Zainah Rahmiati,"3,000",AUD,290,"'Fundraising ended on Sep 30, 2017",6,Children & Youth;Community;Education;,"3,000","5,000",0.09667,0.05800,409,92.84,92.53,42.11,34.24,25.56,30.07,44.74,10.02,6.85,1.71,2.69,0.00,0.00,2.44,3.18,5.38,17.60,4.40,1.96,6.60,0.00,8.07,3.18,0.98,0.49,0.73,0.24,2.93,1.71,1.22,0.24,0.00,0.73,13.69,0.24,0.24,0.00,0.00,4.89,2.20,0.98,0.24,0.49,0.73,0.24,0.49,0.24,0.00,0.24,0.49,0.00,0.49,0.00,0.00,12.22,4.89,1.71,4.16,2.20,0.00,1.47,5.87,0.49,15.89,0.49,11.49,4.16,8.56,1.47,0.24,0.73,0.00,0.00,0.49,0.00,0.49,0.00,0.00,0.00,14.43,5.62,4.16,0.24,0.00,0.00,0.00,1.96,0.00,0.24,0.49,1.71
Rebuild a House Destroyed by Sept 2017 Earthquake,"Santa Cruz Cuautomatitla, Mexico",Brigada Santa Cruz,"120,000",MXN,300,"'Fundraising ended on Jun 24, 2018",3,Community;Disaster Response;Human Rights;,"120,000","250,000",0.00250,0.00120,315,97.74,93.61,18.21,36.98,26.25,17.14,51.43,7.62,6.35,0.00,2.86,0.95,0.00,2.54,1.27,13.65,16.83,5.71,3.17,6.03,0.32,12.38,6.03,3.49,0.32,0.63,2.86,3.81,2.22,1.59,0.00,0.00,0.95,12.70,2.86,0.00,0.95,0.00,4.76,0.95,0.95,0.95,0.63,0.63,0.95,0.32,0.32,0.00,0.00,1.27,0.00,1.27,0.00,0.00,11.43,7.62,2.86,2.22,0.95,0.00,2.54,8.25,1.27,14.60,1.90,5.40,7.30,3.49,2.22,3.81,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.60,3.17,5.71,1.59,0.32,0.00,0.95,0.00,0.00,1.59,1.27,0.00
Rebuild Gbeleyi Nursery Primary School in Nigeria,London,Springboard for Education,"15,000",USD,70,"'Fundraising ended on Jun 30, 2014",3,Children & Youth;Community;,"15,000","55,000",0.00467,0.00127,436,85.43,80.18,18.39,96.94,36.33,26.15,42.66,6.42,4.36,0.00,2.98,1.15,0.00,0.23,2.06,6.19,12.84,3.90,2.75,9.17,2.52,8.72,5.28,2.29,0.46,1.38,1.38,5.05,5.05,0.00,0.00,0.00,0.00,9.86,0.23,0.23,0.00,0.00,8.49,1.38,2.75,0.92,0.69,0.46,2.98,0.92,0.69,0.00,0.23,1.15,0.00,0.46,0.00,0.69,13.76,5.96,3.44,4.13,3.67,0.00,0.69,6.19,1.61,12.16,1.38,8.26,2.75,8.94,1.61,1.61,0.92,0.00,0.00,0.23,0.00,0.23,0.00,0.00,0.00,17.89,1.83,2.52,0.23,0.00,0.00,0.92,0.46,0.00,0.69,0.00,11.24
Rebuild Lombok,"Kerandangan , Indonesia",Rebuild Lombok,"10,000",EUR,260,"'Fundraising ended on Sep 10, 2018",4,Disaster Response;,"10,000","40,000",0.02600,0.00650,120,92.84,90.87,5.99,14.30,40.00,31.67,33.33,5.83,4.17,0.00,3.33,0.83,0.00,0.00,1.67,6.67,10.00,5.83,0.83,3.33,0.83,10.00,1.67,0.83,1.67,5.00,0.83,7.50,3.33,4.17,0.00,0.83,1.67,11.67,0.00,0.00,0.00,0.00,4.17,0.00,0.83,0.83,2.50,0.00,1.67,1.67,1.67,0.00,0.00,3.33,0.83,1.67,0.00,1.67,10.00,5.83,0.83,3.33,0.83,0.00,2.50,9.17,0.00,10.83,1.67,5.83,3.33,5.83,0.00,2.50,0.00,0.00,0.83,0.83,0.00,0.83,0.00,0.00,0.00,10.00,0.83,5.00,1.67,0.00,0.00,0.83,0.00,0.00,0.00,0.83,0.83
Rebuilding Our Lives and Our Kitchen,"Flemington, NJ, United States","Hunterdon Youth Services, Inc.","25,000",USD,"25,040","'Dec 30, 2016",27,Children & Youth;Community;Education;,"25,000","35,000",1.00160,0.71543,1318,93.47,90.39,28.56,88.65,20.28,29.29,43.70,8.04,5.01,0.00,2.73,0.68,0.15,1.44,3.03,8.95,14.49,6.07,2.35,5.77,0.53,10.93,6.07,2.50,0.91,2.20,1.59,5.69,4.63,0.91,0.23,0.15,0.15,11.84,0.53,0.23,0.08,0.23,8.19,1.82,1.90,0.83,1.21,1.59,1.67,0.91,0.15,0.23,0.23,2.88,0.15,1.82,0.00,0.76,12.75,5.61,3.72,2.43,2.12,0.91,1.90,9.18,0.68,15.10,1.59,8.35,5.16,8.57,1.21,3.41,0.91,0.08,0.00,0.15,0.00,0.08,0.00,0.08,0.00,16.08,5.16,5.39,0.68,0.15,0.00,0.38,1.52,0.30,1.21,0.00,1.29
Reconnecting Generations,Melbourne,Senior Techies,"6,000",AUD,"6,130","'Sep 30, 2014",22,Community;,"6,000","20,000",1.02167,0.30650,580,92.84,84.55,64.79,51.59,24.17,26.72,47.24,8.97,5.34,0.00,2.76,0.52,0.17,1.90,3.62,8.97,15.86,6.21,3.62,5.52,0.52,12.07,2.41,1.21,1.38,3.45,2.24,5.34,3.28,1.90,0.17,0.17,1.21,9.14,0.34,0.00,0.17,0.00,8.10,1.55,2.07,1.90,0.86,0.86,1.72,0.34,0.34,0.00,0.00,0.86,0.00,0.86,0.00,0.00,15.52,5.17,3.97,5.52,2.24,0.86,1.55,10.69,1.21,22.07,0.86,11.38,9.83,8.28,1.03,0.34,0.34,0.00,0.00,0.17,0.00,0.17,0.00,0.00,0.00,9.14,3.79,1.72,0.34,0.00,0.00,0.69,1.03,0.00,0.69,0.34,0.52
Recreation Center for the Differently Abled,"Richmond, VA, United States",Alison Owens Jacob's Chance Inc.,"10,000",USD,"5,146","'Fundraising ended on May 30, 2016",28,Children & Youth;Community;Health;,"10,000","30,000",0.51460,0.17153,873,93.16,89.81,23.22,86.99,21.83,30.93,40.09,5.50,3.21,0.00,1.15,0.00,0.00,2.06,2.29,6.41,14.66,4.93,2.29,7.33,0.69,10.19,6.41,2.41,1.26,0.46,1.60,6.07,4.81,1.26,0.57,0.11,0.46,14.55,1.60,0.69,0.11,0.57,8.93,1.60,1.26,0.80,3.55,0.46,2.29,0.57,0.11,0.23,0.34,1.95,0.11,1.15,0.23,0.46,13.29,6.64,2.63,3.67,1.26,0.46,1.72,7.90,1.26,13.52,1.83,7.90,4.01,6.53,6.07,2.18,1.49,0.00,0.00,0.34,0.00,0.11,0.00,0.23,0.00,13.29,4.35,6.30,0.34,0.11,0.11,0.00,0.23,0.23,0.92,0.69,0.00
Recycle Case ,"Brisbane , Australia",Rachel Crane,"4,000",AUD,"4,310","'Jul 31, 2019",59,Community;Environment;Social Enterprise;,"4,000","10,000",1.07750,0.43100,275,83.42,89.83,11.58,53.09,12.50,22.55,45.82,10.18,6.91,1.45,3.27,1.82,0.00,0.36,3.27,7.64,12.36,9.82,1.82,5.09,0.00,16.00,5.09,3.27,2.91,5.09,2.55,5.82,3.64,2.18,0.00,1.09,0.00,9.09,0.00,0.00,0.00,0.00,4.73,1.09,2.18,1.09,0.36,0.00,0.00,1.45,0.36,1.09,0.00,0.73,0.00,0.36,0.00,0.73,9.82,4.36,0.73,2.91,1.45,2.18,0.36,12.00,2.91,12.36,1.45,8.73,2.18,0.36,0.36,0.00,1.09,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,10.18,6.55,0.73,0.00,0.00,1.45,0.00,0.00,0.00,0.00,0.00,1.45
Reduce Landfill and Raise Environmental Awareness,Allentown PA,ReMakes,"1,200",USD,150,"'Fundraising ended on Jun 03, 2011",2,Environment;,"1,200","4,000",0.12500,0.03750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reduce Pesticide Use on Vashon Island,Vashon,Garden Green,"2,000",USD,"2,015","'May 22, 2015",23,Environment;,"2,000","7,000",1.00750,0.28786,1691,97.08,75.93,6.96,35.04,20.88,27.91,38.32,4.49,2.19,0.00,1.24,0.59,0.00,0.35,2.31,7.87,14.78,4.20,1.89,5.74,0.30,8.52,3.43,1.48,0.95,3.02,2.66,4.67,2.54,2.01,0.06,1.24,0.18,7.21,0.00,0.06,0.00,0.00,9.93,2.13,4.20,0.71,1.36,0.83,1.71,1.54,0.89,0.47,0.12,1.60,0.06,1.30,0.00,0.24,9.11,3.67,2.31,2.07,0.83,1.12,1.06,6.51,1.36,8.99,1.18,6.62,1.24,7.45,2.19,1.30,2.37,0.00,0.00,0.65,0.00,0.59,0.00,0.06,0.00,22.00,6.45,5.20,1.12,0.06,0.12,0.12,0.47,1.42,0.41,0.35,6.27
Reducing Violence Towards Horses and Humans,Antigua ,Improving Equine and Human Welfare in Guatemala,"3,000",USD,"4,540","'Aug 05, 2014",42,Animal Rights;Community;,"3,000","10,000",1.51333,0.45400,766,84.76,91.87,18.70,47.50,27.36,29.77,48.43,11.62,6.27,0.52,3.92,0.00,0.26,1.57,5.35,7.31,14.75,6.01,2.22,7.18,1.17,12.53,4.31,1.04,1.04,0.39,1.44,6.66,3.92,2.74,0.26,0.91,0.00,13.58,0.13,0.13,0.00,0.39,10.70,3.79,3.79,0.91,1.44,0.78,1.83,1.70,0.13,0.26,0.39,1.17,0.39,0.65,0.00,0.13,15.01,7.83,3.79,3.79,0.78,0.65,1.17,8.49,0.13,10.70,1.70,6.92,2.09,7.31,0.52,0.13,0.13,0.00,0.00,0.39,0.00,0.00,0.00,0.26,0.00,12.79,3.39,2.74,0.13,0.26,0.52,0.13,2.22,0.52,0.65,0.52,1.70
Redwood Heights Fights Homelessness | Cabin #7,"OAKLAND, United States",Redwood Heights Neighbors,"6,060",USD,"6,078","'Sep 17, 2019",50,Community;,"6,060","7,000",1.00297,0.86829,581,94.08,93.49,31.29,64.91,21.52,21.69,48.02,10.33,5.85,1.03,3.44,0.69,0.17,0.52,4.48,8.61,17.73,6.02,3.79,4.65,0.17,11.70,4.48,1.72,0.86,2.93,1.55,4.30,3.10,1.03,0.00,0.00,0.17,13.43,0.34,1.55,0.00,0.52,7.40,1.72,2.41,1.38,0.86,1.72,1.20,1.20,1.03,0.00,0.17,1.72,0.34,1.38,0.00,0.00,17.56,8.26,3.79,4.48,2.07,1.38,1.89,9.29,0.52,15.66,1.20,10.67,4.13,1.72,0.52,2.24,0.69,0.00,0.00,1.20,0.00,0.69,0.34,0.17,0.00,15.32,3.96,2.75,0.00,0.00,0.34,1.03,0.52,1.38,1.55,1.72,2.07
RefAid - Humanizando la Frontera Sur,"Nador, Morocco",Delegación Diocesana de Migraciones,"20,000",EUR,"30,110","'Aug 07, 2020",251,Community;Human Rights;Social Enterprise;,"20,000","30,000",1.50550,1.00367,788,95.95,52.54,1.00,23.77,18.76,38.96,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06,0.13,0.00,0.00,0.00,0.25,0.00,1.02,0.00,0.00,1.40,0.00,1.27,0.51,0.63,0.63,0.00,0.00,1.02,0.00,0.00,0.00,0.00,1.65,0.25,1.14,0.00,0.00,0.13,0.13,0.38,0.25,0.13,0.00,0.51,0.00,0.51,0.00,0.00,1.78,0.00,0.25,1.52,0.00,0.00,0.00,0.00,0.00,1.14,0.00,0.25,0.89,1.90,0.00,0.00,0.25,0.13,0.00,0.38,0.00,0.38,0.00,0.00,0.00,13.45,5.33,4.70,0.25,0.00,0.00,0.25,0.13,0.00,0.00,2.54,0.25
Refugee Advocacy Media Project RAMP,Melbourne,Refugee Advocacy Network,"27,000",AUD,"3,255","'Fundraising ended on Jun 29, 2014",25,Human Rights;,"27,000","39,000",0.12056,0.08346,777,89.80,89.15,7.50,77.81,24.28,32.05,43.76,7.46,3.73,1.16,1.67,0.26,0.00,0.64,3.73,6.82,14.80,6.95,2.70,6.95,0.26,11.97,2.96,1.67,1.42,0.39,1.80,5.92,4.38,1.54,0.13,0.39,0.26,12.87,0.00,0.26,0.26,0.00,6.18,2.19,1.29,0.77,1.03,0.51,1.03,2.32,0.39,1.16,0.51,0.13,0.00,0.13,0.00,0.00,9.91,4.38,2.19,3.47,1.80,0.77,2.57,8.88,1.67,8.75,1.16,6.05,1.54,5.02,0.39,0.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.20,3.86,3.22,0.51,0.00,0.51,0.00,0.90,1.16,0.39,0.00,0.64
Refugee and Migrant Youth Tell Their Stories,Sydney,Seeing Summer,"12,500",AUD,"17,167","'Dec 05, 2014",104,Arts & Culture;Children & Youth;,"12,500","20,000",1.37336,0.85835,578,95.74,90.56,18.27,58.50,22.23,27.34,43.60,6.75,3.98,0.00,1.04,0.69,1.04,1.21,2.77,8.13,16.61,5.88,2.77,5.71,0.00,11.25,4.15,1.56,0.52,1.56,1.38,2.08,1.73,0.00,0.00,0.00,0.00,11.76,0.35,0.35,0.00,1.21,3.63,1.21,1.38,0.35,0.17,0.17,0.35,3.29,2.94,0.17,0.00,0.87,0.17,0.52,0.00,0.00,8.48,4.67,2.25,0.69,1.38,0.00,2.25,7.44,1.73,15.40,1.38,7.09,6.92,6.75,0.87,0.35,0.69,0.00,0.00,0.17,0.00,0.17,0.00,0.00,0.00,9.86,4.84,2.42,0.00,0.00,0.00,0.00,0.17,0.00,1.73,0.35,0.35
Refurbish and Restock Low-Income School Libraries!,"Redwood City, CA, United States",Access Books Bay Area,"10,000",USD,348,"'Fundraising ended on Apr 14, 2017",3,Children & Youth;Community;Education;,"10,000","15,000",0.03480,0.02320,1077,95.74,72.68,13.54,59.16,17.66,28.69,40.95,5.20,3.06,0.56,1.21,0.74,0.00,0.56,2.14,7.52,15.41,6.13,2.60,4.46,0.93,11.42,5.29,2.51,1.02,2.41,2.60,5.48,3.62,1.86,0.09,0.09,0.65,6.87,0.19,0.19,0.09,0.00,6.41,0.93,1.49,1.21,2.14,0.46,1.30,1.02,0.56,0.19,0.28,0.37,0.09,0.28,0.00,0.00,13.09,2.88,2.14,5.94,2.41,0.65,1.95,7.24,0.84,12.81,0.46,9.29,3.06,13.37,2.79,0.65,3.25,0.00,0.00,0.19,0.00,0.09,0.09,0.00,0.00,15.78,5.76,6.31,0.19,0.00,0.28,0.37,0.74,0.19,0.46,0.74,0.74
Regrowth Festival 2014,Sydney,REGEN,"10,000",AUD,"30,663","'Feb 14, 2014",154,Environment;,"10,000","40,000",3.06630,0.76658,727,91.85,86.14,30.15,99.00,22.72,27.37,44.98,8.53,5.36,0.00,3.58,1.51,0.00,0.28,3.16,9.08,13.89,5.23,3.44,6.46,0.28,9.22,4.26,1.51,1.10,2.89,1.79,7.02,6.60,0.28,0.00,0.00,0.00,7.43,0.00,0.00,0.00,0.00,6.05,2.20,0.69,0.83,1.24,1.10,1.38,1.38,0.28,0.55,0.28,1.51,0.14,1.10,0.14,0.14,9.90,4.26,1.93,2.48,2.20,0.14,0.96,7.98,0.83,15.13,1.51,9.35,4.54,4.26,4.26,0.00,1.24,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,12.65,4.81,4.26,0.00,0.00,0.14,0.28,1.51,0.55,0.41,0.55,0.14
Re-integration of former childsoldiers in Liberia,"Little Bassa, Liberia",Human Rights &amp; Science,"100,000",SEK,"11,100","'Fundraising ended on Jun 17, 2020",5,Community;Economic Development;Human Rights;,"100,000","400,000",0.11100,0.02775,715,91.68,90.55,13.59,54.74,19.32,29.23,42.38,6.57,5.03,0.00,2.52,0.00,0.00,2.52,1.54,7.83,13.85,5.31,2.80,7.97,0.14,10.49,4.34,1.96,0.98,0.98,1.54,7.41,4.34,2.80,0.28,0.98,0.14,11.61,0.42,0.00,0.70,0.42,6.15,1.12,2.52,0.98,0.84,0.70,0.84,0.28,0.00,0.14,0.00,3.08,0.00,2.80,0.00,0.28,12.17,5.31,2.66,4.06,0.56,0.56,2.24,8.53,1.82,13.43,1.82,7.97,3.78,7.55,1.82,1.12,0.42,0.00,0.56,0.42,0.00,0.00,0.00,0.42,0.00,12.73,5.03,4.20,0.14,0.00,0.00,0.00,0.56,0.28,0.00,1.68,0.84
Resilient Innovation for Peace,Thailand,Space Bangkok,"35,000",USD,"3,475","'Fundraising ended on Jun 02, 2017",22,Disaster Response;Human Rights;Social Enterprise;,"35,000","45,000",0.09929,0.07722,1416,83.15,77.72,36.48,85.20,19.40,29.59,49.44,11.02,6.92,1.91,1.41,0.28,1.55,1.77,4.10,6.85,15.47,6.50,3.67,7.34,0.85,11.72,3.25,1.48,1.13,0.56,1.77,5.58,4.45,1.06,0.28,0.14,0.35,10.24,0.00,0.35,0.64,1.06,10.88,3.67,2.82,1.20,1.13,0.92,1.55,1.55,0.21,0.42,0.49,0.71,0.00,0.28,0.07,0.28,12.36,4.10,5.16,3.25,0.71,0.49,4.87,5.93,0.56,14.55,1.55,9.46,3.67,6.07,0.21,0.21,0.56,0.00,0.14,0.07,0.00,0.00,0.00,0.07,0.00,12.78,5.16,5.16,0.07,0.00,0.00,0.00,0.64,0.49,0.71,0.28,0.28
Restoring Hope Film Premier,Sydney,Restoring Hope,"1,500",AUD,65,"'Fundraising ended on Jun 24, 2015",3,Children & Youth;,"1,500","2,815",0.04333,0.02309,702,92.98,79.56,11.12,63.58,20.65,23.65,39.60,8.40,4.56,0.00,1.00,0.00,1.99,1.57,3.85,6.84,13.82,4.56,1.57,5.13,0.85,9.83,6.27,1.57,0.14,6.41,0.85,4.84,3.28,1.28,0.14,0.28,0.71,9.69,0.43,0.28,0.14,2.28,6.70,0.85,1.57,1.00,1.00,1.14,1.57,2.85,1.42,1.14,0.14,0.57,0.00,0.57,0.00,0.00,8.40,2.85,2.99,1.99,1.85,0.28,1.85,6.98,1.57,14.25,2.42,7.26,4.42,5.41,3.70,0.43,0.28,0.00,0.00,0.85,0.00,0.71,0.00,0.14,0.00,19.52,6.27,1.42,2.85,0.00,0.14,0.00,1.99,0.57,0.14,1.99,4.13
ReThink Orphanages: Better solutions for children,"Melbourne, Australia",ReThink Orphanages Network,"50,000",AUD,145,"'Fundraising ended on Oct 20, 2017",3,Children & Youth;Human Rights;,"50,000","100,000",0.00290,0.00145,668,92.23,97.90,14.57,85.81,23.03,30.99,43.71,8.23,6.14,0.30,2.99,1.95,0.00,0.90,2.10,5.24,17.22,5.24,2.54,6.29,0.75,11.98,3.44,1.35,1.20,0.90,1.20,5.99,4.64,1.20,0.45,0.00,0.00,18.11,1.65,0.15,0.00,0.00,7.63,1.95,2.25,1.05,0.90,0.60,1.65,0.60,0.15,0.00,0.15,1.20,0.00,1.05,0.00,0.00,19.91,8.53,2.40,8.68,1.05,1.50,0.90,10.78,0.30,11.83,2.10,8.08,1.50,6.59,2.10,1.65,1.20,0.30,0.00,0.45,0.00,0.30,0.00,0.15,0.00,17.37,4.04,6.44,0.75,0.00,0.00,0.30,1.20,0.00,1.65,2.69,0.30
RETHINK PLASTIC - A GLOBAL LINK AUSTRALIA & INDIA ,"PERTH, Australia",Rethink Plastic,"100,000",AUD,240,"'Fundraising ended on Jun 30, 2018",11,Community;Education;Environment;,"100,000","300,000",0.00240,0.00080,641,89.87,86.60,20.56,55.16,17.81,34.17,40.25,7.49,4.37,0.00,2.96,0.47,0.00,0.94,3.12,7.02,12.17,7.64,1.09,4.37,1.25,12.79,4.06,1.09,0.47,3.12,2.03,4.99,3.28,1.72,0.16,0.16,0.62,10.61,0.31,0.47,0.31,0.00,11.39,3.59,3.12,1.72,0.94,1.56,1.72,0.47,0.16,0.00,0.16,1.40,0.31,0.78,0.00,0.47,11.08,5.93,1.87,2.34,0.47,0.94,1.56,9.67,2.65,12.48,1.87,6.24,4.52,5.77,0.78,0.47,1.09,0.16,0.31,0.16,0.00,0.00,0.16,0.00,0.00,18.25,6.55,6.71,0.00,0.94,0.00,0.00,0.31,1.56,1.09,0.62,0.47
Return and Rebuild - A New Approach for Refugees ,"Kurdistan, Iraq",1st New Allied Expeditionary Force,"35,000",CAD,970,"'Fundraising ended on Jan 31, 2016",17,Children & Youth;Health;Human Rights;,"35,000","50,000",0.02771,0.01940,1208,93.53,76.43,20.90,85.25,29.46,34.93,41.64,6.87,4.06,0.00,1.57,0.17,1.32,0.99,2.81,7.78,14.57,3.39,1.32,9.11,0.91,8.61,5.46,3.15,1.16,0.75,1.32,5.71,4.39,0.99,0.50,0.33,0.00,9.44,0.08,0.08,0.08,1.41,9.60,1.99,3.23,1.32,0.91,0.58,3.06,0.83,0.08,0.00,0.08,1.24,0.00,1.08,0.08,0.08,14.90,3.56,4.14,5.46,1.57,2.24,1.66,6.37,0.25,13.74,1.32,9.02,3.39,10.84,1.24,0.08,1.08,0.25,0.17,0.08,0.00,0.00,0.00,0.08,0.00,11.18,3.48,5.22,0.25,0.00,0.00,0.00,1.32,0.00,0.41,0.17,0.33
Reunite Abandoned Brothers for Christmas Romania,Timisoara,Ador Copiii Association,"1,400",EUR,55,"'Fundraising ended on Dec 10, 2013",2,Children & Youth;,"1,400","2,000",0.03929,0.02750,516,80.75,98.29,9.09,96.91,21.50,27.13,48.84,12.02,7.75,0.00,3.49,1.55,0.00,2.71,4.26,6.78,14.15,6.40,2.71,7.17,0.97,13.18,3.49,1.55,2.13,0.78,2.71,7.36,6.20,1.16,0.39,0.00,0.39,20.16,3.29,0.19,0.00,1.74,11.43,2.13,1.74,2.33,2.71,1.55,2.91,0.97,0.39,0.00,0.19,1.16,0.00,0.97,0.00,0.00,20.54,12.79,1.94,5.62,1.16,0.78,0.58,13.57,0.97,10.27,2.13,5.23,2.91,4.07,2.13,1.36,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.79,3.49,5.62,0.00,0.00,0.00,1.36,0.00,0.39,0.97,0.78,0.19
Reuse our Prescription Pill Bottles,Sacramento,pharma green,"2,100",USD,50,"'Fundraising ended on Aug 28, 2011",4,Environment;,"2,100","2,500",0.02381,0.02000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revive - Bringing Healthcare into the Slums,New York,Revive,"3,000",USD,385,"'Fundraising ended on Apr 01, 2014",8,Health;,"3,000","4,000",0.12833,0.09625,172,98.12,87.75,12.01,25.77,21.50,35.47,38.95,1.16,1.16,0.00,0.58,0.00,0.00,0.58,0.00,6.98,17.44,6.40,1.74,6.40,0.00,9.88,1.74,0.00,0.00,3.49,0.00,0.58,0.00,0.00,0.00,0.00,0.00,11.05,0.00,1.74,0.00,0.00,2.91,1.16,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.91,0.00,2.91,0.00,0.00,11.63,8.14,4.07,1.16,0.00,0.00,1.16,8.14,1.16,12.79,3.49,6.98,2.33,9.88,1.74,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.21,4.65,5.23,1.74,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00
Revive From The Flood #SierraLeone #NotAlone,"Freetown, Sierra Leone",Sierra Leone #notalone,"10,000",USD,240,"'Fundraising ended on Dec 12, 2017",5,Community;Disaster Response;Human Rights;,"10,000","15,000",0.02400,0.01600,702,87.05,82.28,27.32,17.49,18.97,24.07,46.30,10.97,6.41,1.42,2.42,0.71,0.14,1.71,4.56,5.84,15.95,6.27,2.71,5.56,1.00,12.25,4.13,2.56,1.71,1.85,2.71,3.70,1.57,2.14,0.43,0.14,0.71,10.54,0.00,0.43,0.14,0.00,8.26,1.42,1.42,1.85,1.99,0.57,1.99,1.57,0.57,0.43,0.57,2.14,0.57,0.57,0.00,1.00,11.54,4.56,2.71,3.99,1.42,0.85,3.28,8.97,0.28,14.53,1.57,8.26,4.99,2.99,0.28,0.71,0.43,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,12.54,5.13,4.42,0.28,0.00,0.71,0.14,0.28,0.00,0.43,0.85,0.28
Rewriting Motherhood,"Melbourne, Australia",The Babes Project,"27,000",AUD,"32,000","'Mar 10, 2017",172,Children & Youth;Community;,"27,000","32,000",1.18519,1.00000,308,86.79,98.80,8.24,74.18,18.12,25.97,48.05,12.01,7.14,0.00,2.60,0.65,0.00,3.90,4.87,6.82,16.23,6.17,2.92,5.84,0.97,10.39,4.22,2.27,1.62,1.62,2.60,7.79,5.19,2.60,1.62,0.00,1.30,23.05,5.52,2.27,4.22,0.00,9.74,2.92,1.30,0.97,3.25,0.97,2.60,2.92,1.30,0.65,0.32,4.55,0.97,2.27,2.92,0.65,10.39,6.17,1.95,0.97,1.30,1.30,0.97,8.77,1.62,8.12,2.92,4.55,0.97,4.55,2.92,0.00,0.97,0.00,0.00,0.32,0.00,0.32,0.00,0.00,0.00,12.34,6.17,2.60,0.65,0.65,0.00,0.00,0.97,0.00,1.30,0.00,0.00
